Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2017","2017","kcal/capita/day","127","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2018","2018","kcal/capita/day","124","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2019","2019","kcal/capita/day","122","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2020","2020","kcal/capita/day","119","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2016","2016","kcal/capita/day","119","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2017","2017","kcal/capita/day","116","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2018","2018","kcal/capita/day","117","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2019","2019","kcal/capita/day","111","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2020","2020","kcal/capita/day","120","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2943","Meat","2016","2016","kcal/capita/day","390","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2943","Meat","2017","2017","kcal/capita/day","386","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2943","Meat","2018","2018","kcal/capita/day","415","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2943","Meat","2019","2019","kcal/capita/day","397","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2943","Meat","2020","2020","kcal/capita/day","386","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2949","Eggs","2016","2016","kcal/capita/day","46","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2949","Eggs","2017","2017","kcal/capita/day","46","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2949","Eggs","2018","2018","kcal/capita/day","46","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2949","Eggs","2019","2019","kcal/capita/day","48","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2949","Eggs","2020","2020","kcal/capita/day","47","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2016","2016","kcal/capita/day","362","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2017","2017","kcal/capita/day","382","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2018","2018","kcal/capita/day","326","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2019","2019","kcal/capita/day","304","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2020","2020","kcal/capita/day","326","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2016","2016","kcal/capita/day","109","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2017","2017","kcal/capita/day","105","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2018","2018","kcal/capita/day","105","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2019","2019","kcal/capita/day","104","E","Estimated value"
"FBS","Food Balances (2010-)","578","Norway","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/capita/day","103","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2016","2016","kcal/capita/day","791","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2017","2017","kcal/capita/day","838","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2018","2018","kcal/capita/day","854","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2019","2019","kcal/capita/day","907","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2020","2020","kcal/capita/day","875","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2908","Sugar Crops","2016","2016","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2908","Sugar Crops","2017","2017","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2908","Sugar Crops","2018","2018","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2908","Sugar Crops","2019","2019","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2908","Sugar Crops","2020","2020","kcal/capita/day","0","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2016","2016","kcal/capita/day","352","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2017","2017","kcal/capita/day","351","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2018","2018","kcal/capita/day","359","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2019","2019","kcal/capita/day","349","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2020","2020","kcal/capita/day","339","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2918","Vegetables","2016","2016","kcal/capita/day","72","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2918","Vegetables","2017","2017","kcal/capita/day","69","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2918","Vegetables","2018","2018","kcal/capita/day","67","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2918","Vegetables","2019","2019","kcal/capita/day","71","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2918","Vegetables","2020","2020","kcal/capita/day","72","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2016","2016","kcal/capita/day","102","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2017","2017","kcal/capita/day","98","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2018","2018","kcal/capita/day","95","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2019","2019","kcal/capita/day","93","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2020","2020","kcal/capita/day","93","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2016","2016","kcal/capita/day","147","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2017","2017","kcal/capita/day","148","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2018","2018","kcal/capita/day","145","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2019","2019","kcal/capita/day","146","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2020","2020","kcal/capita/day","161","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2943","Meat","2016","2016","kcal/capita/day","330","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2943","Meat","2017","2017","kcal/capita/day","327","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2943","Meat","2018","2018","kcal/capita/day","314","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2943","Meat","2019","2019","kcal/capita/day","315","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2943","Meat","2020","2020","kcal/capita/day","300","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2949","Eggs","2016","2016","kcal/capita/day","55","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2949","Eggs","2017","2017","kcal/capita/day","55","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2949","Eggs","2018","2018","kcal/capita/day","56","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2949","Eggs","2019","2019","kcal/capita/day","57","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2949","Eggs","2020","2020","kcal/capita/day","53","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2016","2016","kcal/capita/day","406","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2017","2017","kcal/capita/day","397","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2018","2018","kcal/capita/day","390","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2019","2019","kcal/capita/day","414","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2020","2020","kcal/capita/day","441","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2016","2016","kcal/capita/day","57","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2017","2017","kcal/capita/day","59","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2018","2018","kcal/capita/day","59","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2019","2019","kcal/capita/day","59","E","Estimated value"
"FBS","Food Balances (2010-)","752","Sweden","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/capita/day","58","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2016","2016","kcal/capita/day","951","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2017","2017","kcal/capita/day","950","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2018","2018","kcal/capita/day","979","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2019","2019","kcal/capita/day","985","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2905","Cereals - Excluding Beer","2020","2020","kcal/capita/day","1011","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2016","2016","kcal/capita/day","335","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2017","2017","kcal/capita/day","338","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2018","2018","kcal/capita/day","308","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2019","2019","kcal/capita/day","318","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2909","Sugar & Sweeteners","2020","2020","kcal/capita/day","257","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2016","2016","kcal/capita/day","68","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2017","2017","kcal/capita/day","68","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2018","2018","kcal/capita/day","64","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2019","2019","kcal/capita/day","69","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2918","Vegetables","2020","2020","kcal/capita/day","74","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2016","2016","kcal/capita/day","126","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2017","2017","kcal/capita/day","123","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2018","2018","kcal/capita/day","122","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2019","2019","kcal/capita/day","127","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2919","Fruits - Excluding Wine","2020","2020","kcal/capita/day","132","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2016","2016","kcal/capita/day","151","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2017","2017","kcal/capita/day","143","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2018","2018","kcal/capita/day","145","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2019","2019","kcal/capita/day","134","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2924","Alcoholic Beverages","2020","2020","kcal/capita/day","131","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2016","2016","kcal/capita/day","460","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2017","2017","kcal/capita/day","444","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2018","2018","kcal/capita/day","447","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2019","2019","kcal/capita/day","437","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2943","Meat","2020","2020","kcal/capita/day","436","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2016","2016","kcal/capita/day","43","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2017","2017","kcal/capita/day","44","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2018","2018","kcal/capita/day","43","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2019","2019","kcal/capita/day","43","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2949","Eggs","2020","2020","kcal/capita/day","43","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2016","2016","kcal/capita/day","323","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2017","2017","kcal/capita/day","332","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2018","2018","kcal/capita/day","334","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2019","2019","kcal/capita/day","334","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2948","Milk - Excluding Butter","2020","2020","kcal/capita/day","340","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2016","2016","kcal/capita/day","49","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2017","2017","kcal/capita/day","48","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2018","2018","kcal/capita/day","44","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2019","2019","kcal/capita/day","45","E","Estimated value"
"FBS","Food Balances (2010-)","826","United Kingdom of Great Britain and Northern Ireland","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/capita/day","45","E","Estimated value"
